Row_ID,Store_ID,Store,Date,Weekly_Sales,Holiday_Flag,Holiday_Label,Holiday_Name,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Month_Name,Quarter
785,WMT-006,6,6/3/2011,1705506.29,0,No Holiday,Non-Holiday,84.01,3.7,216.82,6.86,2011,6,June,2
786,WMT-006,6,6/10/2011,1598643.65,0,No Holiday,Non-Holiday,84.49,3.65,216.58,6.86,2011,6,June,2
787,WMT-006,6,6/17/2011,1622150.33,0,No Holiday,Non-Holiday,87.08,3.64,216.54,6.86,2011,6,June,2
788,WMT-006,6,6/24/2011,1543365.9,0,No Holiday,Non-Holiday,85.51,3.59,216.63,6.86,2011,6,June,2
789,WMT-006,6,7/1/2011,1694551.15,0,No Holiday,Non-Holiday,87,3.52,216.73,6.92,2011,7,July,3
790,WMT-006,6,7/8/2011,1709373.62,0,No Holiday,Non-Holiday,88.36,3.48,216.82,6.92,2011,7,July,3
791,WMT-006,6,7/15/2011,1526801.24,0,No Holiday,Non-Holiday,88.93,3.58,216.9,6.92,2011,7,July,3
792,WMT-006,6,7/22/2011,1526506.08,0,No Holiday,Non-Holiday,88.06,3.65,216.96,6.92,2011,7,July,3
793,WMT-006,6,7/29/2011,1483991.05,0,No Holiday,Non-Holiday,90.22,3.68,217.02,6.92,2011,7,July,3
794,WMT-006,6,8/5/2011,1601584.57,0,No Holiday,Non-Holiday,91.46,3.68,217.08,6.92,2011,8,August,3
795,WMT-006,6,8/12/2011,1484995.38,0,No Holiday,Non-Holiday,90.49,3.64,217.14,6.92,2011,8,August,3
796,WMT-006,6,8/19/2011,1493544.04,0,No Holiday,Non-Holiday,89.26,3.55,217.21,6.92,2011,8,August,3
797,WMT-006,6,8/26/2011,1420405.41,0,No Holiday,Non-Holiday,90.07,3.52,217.27,6.92,2011,8,August,3
798,WMT-006,6,9/2/2011,1481618.74,0,No Holiday,Non-Holiday,91.22,3.53,217.33,6.92,2011,9,September,3
799,WMT-006,6,9/9/2011,1483574.38,1,Holiday,Labour Day,80.21,3.55,217.4,6.92,2011,9,September,3
800,WMT-006,6,9/16/2011,1351407.79,0,No Holiday,Non-Holiday,84.94,3.53,217.58,6.92,2011,9,September,3
801,WMT-006,6,9/23/2011,1336044.75,0,No Holiday,Non-Holiday,78.49,3.47,217.92,6.92,2011,9,September,3
802,WMT-006,6,9/30/2011,1307551.92,0,No Holiday,Non-Holiday,82.51,3.36,218.26,6.92,2011,9,September,3
803,WMT-006,6,10/7/2011,1481739.2,0,No Holiday,Non-Holiday,74.1,3.29,218.6,6.55,2011,10,October,4
804,WMT-006,6,10/14/2011,1386520.99,0,No Holiday,Non-Holiday,71.24,3.27,218.91,6.55,2011,10,October,4
805,WMT-006,6,10/21/2011,1417922.37,0,No Holiday,Non-Holiday,68.53,3.35,219.07,6.55,2011,10,October,4
806,WMT-006,6,10/28/2011,1419445.12,0,No Holiday,Non-Holiday,69.51,3.37,219.24,6.55,2011,10,October,4
807,WMT-006,6,11/4/2011,1523420.38,0,No Holiday,Non-Holiday,58.54,3.33,219.4,6.55,2011,11,November,4
808,WMT-006,6,11/11/2011,1536176.54,0,No Holiday,Non-Holiday,61.33,3.3,219.56,6.55,2011,11,November,4
809,WMT-006,6,11/18/2011,1524390.07,0,No Holiday,Non-Holiday,63.89,3.31,219.79,6.55,2011,11,November,4
810,WMT-006,6,11/25/2011,2249811.55,1,Holiday,Thanksgiving,62.78,3.24,220.04,6.55,2011,11,November,4
811,WMT-006,6,12/2/2011,1688531.34,0,No Holiday,Non-Holiday,51.18,3.17,220.29,6.55,2011,12,December,4
812,WMT-006,6,12/9/2011,1903385.14,0,No Holiday,Non-Holiday,43.64,3.16,220.55,6.55,2011,12,December,4
813,WMT-006,6,12/16/2011,2034695.56,0,No Holiday,Non-Holiday,53.27,3.16,220.77,6.55,2011,12,December,4
814,WMT-006,6,12/23/2011,2644633.02,0,No Holiday,Non-Holiday,49.45,3.11,220.95,6.55,2011,12,December,4
815,WMT-006,6,12/30/2011,1598080.52,1,Holiday,Christmas,46.8,3.13,221.13,6.55,2011,12,December,4
816,WMT-006,6,1/6/2012,1395339.71,0,No Holiday,Non-Holiday,50.82,3.16,221.31,6.13,2012,1,January,1
817,WMT-006,6,1/13/2012,1344243.17,0,No Holiday,Non-Holiday,48.33,3.26,221.49,6.13,2012,1,January,1
818,WMT-006,6,1/20/2012,1326255.7,0,No Holiday,Non-Holiday,55.37,3.27,221.58,6.13,2012,1,January,1
819,WMT-006,6,1/27/2012,1315610.66,0,No Holiday,Non-Holiday,53.95,3.29,221.68,6.13,2012,1,January,1
820,WMT-006,6,2/3/2012,1496305.78,0,No Holiday,Non-Holiday,57.45,3.36,221.77,6.13,2012,2,February,1
821,WMT-006,6,2/10/2012,1620603.92,1,Holiday,Super Bowl,48.58,3.41,221.86,6.13,2012,2,February,1
822,WMT-006,6,2/17/2012,1632616.09,0,No Holiday,Non-Holiday,49.03,3.51,222.03,6.13,2012,2,February,1
823,WMT-006,6,2/24/2012,1465187.71,0,No Holiday,Non-Holiday,59.17,3.56,222.24,6.13,2012,2,February,1
824,WMT-006,6,3/2/2012,1550385.65,0,No Holiday,Non-Holiday,60.32,3.63,222.45,6.13,2012,3,March,1
825,WMT-006,6,3/9/2012,1569304.4,0,No Holiday,Non-Holiday,57.89,3.67,222.67,6.13,2012,3,March,1
826,WMT-006,6,3/16/2012,1748010.29,0,No Holiday,Non-Holiday,62.8,3.73,222.82,6.13,2012,3,March,1
827,WMT-006,6,3/23/2012,1495143.62,0,No Holiday,Non-Holiday,63.71,3.79,222.89,6.13,2012,3,March,1
828,WMT-006,6,3/30/2012,1508933.26,0,No Holiday,Non-Holiday,67.91,3.85,222.97,6.13,2012,3,March,1
829,WMT-006,6,4/6/2012,1840131.19,0,No Holiday,Non-Holiday,71.6,3.89,223.04,5.96,2012,4,April,2
830,WMT-006,6,4/13/2012,1616394.45,0,No Holiday,Non-Holiday,71.29,3.89,223.12,5.96,2012,4,April,2
831,WMT-006,6,4/20/2012,1456073.24,0,No Holiday,Non-Holiday,68.64,3.88,223.17,5.96,2012,4,April,2
832,WMT-006,6,4/27/2012,1456221.1,0,No Holiday,Non-Holiday,71.5,3.81,223.23,5.96,2012,4,April,2
833,WMT-006,6,5/4/2012,1543461.12,0,No Holiday,Non-Holiday,77.66,3.75,223.28,5.96,2012,5,May,2
834,WMT-006,6,5/11/2012,1517075.67,0,No Holiday,Non-Holiday,72.66,3.69,223.33,5.96,2012,5,May,2
835,WMT-006,6,5/18/2012,1513635.64,0,No Holiday,Non-Holiday,70.5,3.63,223.35,5.96,2012,5,May,2
836,WMT-006,6,5/25/2012,1603793.42,0,No Holiday,Non-Holiday,78.47,3.56,223.35,5.96,2012,5,May,2
837,WMT-006,6,6/1/2012,1681121.38,0,No Holiday,Non-Holiday,80.39,3.5,223.35,5.96,2012,6,June,2
838,WMT-006,6,6/8/2012,1696619.52,0,No Holiday,Non-Holiday,80.5,3.45,223.36,5.96,2012,6,June,2
839,WMT-006,6,6/15/2012,1642247.48,0,No Holiday,Non-Holiday,82.1,3.39,223.37,5.96,2012,6,June,2
840,WMT-006,6,6/22/2012,1618272.25,0,No Holiday,Non-Holiday,81.2,3.35,223.41,5.96,2012,6,June,2
841,WMT-006,6,6/29/2012,1648863.46,0,No Holiday,Non-Holiday,87.35,3.29,223.45,5.96,2012,6,June,2
842,WMT-006,6,7/6/2012,1876359.39,0,No Holiday,Non-Holiday,82.95,3.23,223.49,5.67,2012,7,July,3
843,WMT-006,6,7/13/2012,1588142.26,0,No Holiday,Non-Holiday,80.27,3.26,223.53,5.67,2012,7,July,3
844,WMT-006,6,7/20/2012,1574361.97,0,No Holiday,Non-Holiday,81.57,3.31,223.54,5.67,2012,7,July,3
845,WMT-006,6,7/27/2012,1513229.16,0,No Holiday,Non-Holiday,85.78,3.41,223.55,5.67,2012,7,July,3
846,WMT-006,6,8/3/2012,1627274.93,0,No Holiday,Non-Holiday,87.55,3.42,223.56,5.67,2012,8,August,3
847,WMT-006,6,8/10/2012,1588380.73,0,No Holiday,Non-Holiday,87.04,3.49,223.57,5.67,2012,8,August,3
848,WMT-006,6,8/17/2012,1543049.52,0,No Holiday,Non-Holiday,87.53,3.57,223.65,5.67,2012,8,August,3
849,WMT-006,6,8/24/2012,1501095.49,0,No Holiday,Non-Holiday,79.03,3.62,223.79,5.67,2012,8,August,3
850,WMT-006,6,8/31/2012,1577439.81,0,No Holiday,Non-Holiday,83.58,3.64,223.92,5.67,2012,8,August,3
851,WMT-006,6,9/7/2012,1608077.01,1,Holiday,Labour Day,86.33,3.73,224.06,5.67,2012,9,September,3
852,WMT-006,6,9/14/2012,1375166.86,0,No Holiday,Non-Holiday,76.41,3.72,224.2,5.67,2012,9,September,3
853,WMT-006,6,9/21/2012,1425603.65,0,No Holiday,Non-Holiday,70.81,3.72,224.4,5.67,2012,9,September,3
854,WMT-006,6,9/28/2012,1369131.46,0,No Holiday,Non-Holiday,77.82,3.67,224.6,5.67,2012,9,September,3
855,WMT-006,6,10/5/2012,1518177.71,0,No Holiday,Non-Holiday,70.84,3.62,224.8,5.33,2012,10,October,4
856,WMT-006,6,10/12/2012,1459396.84,0,No Holiday,Non-Holiday,65.43,3.6,225.01,5.33,2012,10,October,4
857,WMT-006,6,10/19/2012,1436883.99,0,No Holiday,Non-Holiday,69.68,3.59,225.05,5.33,2012,10,October,4
858,WMT-006,6,10/26/2012,1431426.34,0,No Holiday,Non-Holiday,72.34,3.51,225.07,5.33,2012,10,October,4
859,WMT-007,7,2/5/2010,496725.44,0,No Holiday,Non-Holiday,10.53,2.58,189.38,9.01,2010,2,February,1
860,WMT-007,7,2/12/2010,524104.92,1,Holiday,Super Bowl,25.9,2.57,189.46,9.01,2010,2,February,1
861,WMT-007,7,2/19/2010,506760.54,0,No Holiday,Non-Holiday,27.28,2.55,189.53,9.01,2010,2,February,1
862,WMT-007,7,2/26/2010,496083.24,0,No Holiday,Non-Holiday,24.91,2.59,189.6,9.01,2010,2,February,1
863,WMT-007,7,3/5/2010,491419.55,0,No Holiday,Non-Holiday,35.86,2.62,189.67,9.01,2010,3,March,1
864,WMT-007,7,3/12/2010,480452.1,0,No Holiday,Non-Holiday,27.25,2.68,189.74,9.01,2010,3,March,1
865,WMT-007,7,3/19/2010,574450.23,0,No Holiday,Non-Holiday,29.04,2.69,189.73,9.01,2010,3,March,1
866,WMT-007,7,3/26/2010,514731.6,0,No Holiday,Non-Holiday,23.33,2.72,189.72,9.01,2010,3,March,1
867,WMT-007,7,4/2/2010,561145.14,0,No Holiday,Non-Holiday,38.26,2.73,189.7,8.96,2010,4,April,2
868,WMT-007,7,4/9/2010,484263.25,0,No Holiday,Non-Holiday,33.79,2.75,189.69,8.96,2010,4,April,2
869,WMT-007,7,4/16/2010,406228.19,0,No Holiday,Non-Holiday,41.89,2.77,189.66,8.96,2010,4,April,2
870,WMT-007,7,4/23/2010,404751.25,0,No Holiday,Non-Holiday,43.07,2.78,189.62,8.96,2010,4,April,2
871,WMT-007,7,4/30/2010,373655.61,0,No Holiday,Non-Holiday,38.99,2.77,189.58,8.96,2010,4,April,2
872,WMT-007,7,5/7/2010,395453.83,0,No Holiday,Non-Holiday,40.07,2.77,189.53,8.96,2010,5,May,2
873,WMT-007,7,5/14/2010,372673.61,0,No Holiday,Non-Holiday,41.41,2.79,189.49,8.96,2010,5,May,2
874,WMT-007,7,5/21/2010,395195.65,0,No Holiday,Non-Holiday,46.6,2.78,189.47,8.96,2010,5,May,2
875,WMT-007,7,5/28/2010,442734.55,0,No Holiday,Non-Holiday,54.24,2.74,189.45,8.96,2010,5,May,2
876,WMT-007,7,6/4/2010,509183.22,0,No Holiday,Non-Holiday,53.63,2.7,189.42,8.96,2010,6,June,2
877,WMT-007,7,6/11/2010,498580.87,0,No Holiday,Non-Holiday,63.59,2.68,189.4,8.96,2010,6,June,2
878,WMT-007,7,6/18/2010,481144.09,0,No Holiday,Non-Holiday,52.7,2.67,189.42,8.96,2010,6,June,2
879,WMT-007,7,6/25/2010,553714.87,0,No Holiday,Non-Holiday,59.94,2.71,189.45,8.96,2010,6,June,2
880,WMT-007,7,7/2/2010,575570.77,0,No Holiday,Non-Holiday,61.31,2.73,189.49,9.02,2010,7,July,3
881,WMT-007,7,7/9/2010,593462.34,0,No Holiday,Non-Holiday,58,2.71,189.52,9.02,2010,7,July,3
882,WMT-007,7,7/16/2010,557166.35,0,No Holiday,Non-Holiday,62.19,2.7,189.61,9.02,2010,7,July,3
883,WMT-007,7,7/23/2010,570231.21,0,No Holiday,Non-Holiday,64.64,2.69,189.77,9.02,2010,7,July,3
884,WMT-007,7,7/30/2010,603547.16,0,No Holiday,Non-Holiday,66.07,2.69,189.94,9.02,2010,7,July,3
885,WMT-007,7,8/6/2010,643854.17,0,No Holiday,Non-Holiday,61.7,2.69,190.1,9.02,2010,8,August,3
886,WMT-007,7,8/13/2010,598185.4,0,No Holiday,Non-Holiday,60.13,2.72,190.26,9.02,2010,8,August,3
887,WMT-007,7,8/20/2010,582353.17,0,No Holiday,Non-Holiday,59.59,2.73,190.29,9.02,2010,8,August,3
888,WMT-007,7,8/27/2010,554309.24,0,No Holiday,Non-Holiday,57.57,2.73,190.33,9.02,2010,8,August,3
889,WMT-007,7,9/3/2010,532765.05,0,No Holiday,Non-Holiday,49.84,2.77,190.36,9.02,2010,9,September,3
890,WMT-007,7,9/10/2010,535769.32,1,Holiday,Labour Day,48.5,2.78,190.4,9.02,2010,9,September,3
891,WMT-007,7,9/17/2010,489408.53,0,No Holiday,Non-Holiday,48.56,2.8,190.47,9.02,2010,9,September,3
892,WMT-007,7,9/24/2010,488008.83,0,No Holiday,Non-Holiday,47.55,2.79,190.57,9.02,2010,9,September,3
893,WMT-007,7,10/1/2010,448998.73,0,No Holiday,Non-Holiday,49.99,2.76,190.67,9.14,2010,10,October,4
894,WMT-007,7,10/8/2010,480239.88,0,No Holiday,Non-Holiday,44.13,2.75,190.78,9.14,2010,10,October,4
895,WMT-007,7,10/15/2010,463370.48,0,No Holiday,Non-Holiday,35.86,2.76,190.86,9.14,2010,10,October,4
896,WMT-007,7,10/22/2010,472450.81,0,No Holiday,Non-Holiday,36.84,2.76,190.91,9.14,2010,10,October,4
897,WMT-007,7,10/29/2010,465493.15,0,No Holiday,Non-Holiday,34.78,2.75,190.95,9.14,2010,10,October,4
898,WMT-007,7,11/5/2010,480512.44,0,No Holiday,Non-Holiday,49.44,2.73,191,9.14,2010,11,November,4
899,WMT-007,7,11/12/2010,507584.29,0,No Holiday,Non-Holiday,22.12,2.74,191.04,9.14,2010,11,November,4
900,WMT-007,7,11/19/2010,482528.36,0,No Holiday,Non-Holiday,25.56,2.76,191.03,9.14,2010,11,November,4
901,WMT-007,7,11/26/2010,835189.26,1,Holiday,Thanksgiving,17.95,2.74,191.01,9.14,2010,11,November,4
902,WMT-007,7,12/3/2010,552811.62,0,No Holiday,Non-Holiday,21.88,2.71,190.99,9.14,2010,12,December,4
903,WMT-007,7,12/10/2010,599730.07,0,No Holiday,Non-Holiday,24.24,2.73,190.97,9.14,2010,12,December,4
904,WMT-007,7,12/17/2010,716388.81,0,No Holiday,Non-Holiday,20.74,2.78,191.03,9.14,2010,12,December,4
905,WMT-007,7,12/24/2010,1045124.88,0,No Holiday,Non-Holiday,26.04,2.78,191.14,9.14,2010,12,December,4
906,WMT-007,7,12/31/2010,729572.08,1,Holiday,Christmas,13.76,2.83,191.26,9.14,2010,12,December,4
907,WMT-007,7,1/7/2011,661163.94,0,No Holiday,Non-Holiday,10.09,2.88,191.37,8.82,2011,1,January,1
908,WMT-007,7,1/14/2011,547384.9,0,No Holiday,Non-Holiday,11.32,2.91,191.48,8.82,2011,1,January,1
909,WMT-007,7,1/21/2011,521539.46,0,No Holiday,Non-Holiday,25.4,2.97,191.57,8.82,2011,1,January,1
910,WMT-007,7,1/28/2011,513372.17,0,No Holiday,Non-Holiday,10.11,3.01,191.67,8.82,2011,1,January,1
911,WMT-007,7,2/4/2011,558027.77,0,No Holiday,Non-Holiday,2.06,3.01,191.76,8.82,2011,2,February,1
912,WMT-007,7,2/11/2011,559903.13,1,Holiday,Super Bowl,10.24,3.04,191.86,8.82,2011,2,February,1
913,WMT-007,7,2/18/2011,572387.47,0,No Holiday,Non-Holiday,17.3,3.05,191.92,8.82,2011,2,February,1
914,WMT-007,7,2/25/2011,546690.84,0,No Holiday,Non-Holiday,17.46,3.1,191.96,8.82,2011,2,February,1
915,WMT-007,7,3/4/2011,551378.39,0,No Holiday,Non-Holiday,21.84,3.23,192.01,8.82,2011,3,March,1
916,WMT-007,7,3/11/2011,558963.83,0,No Holiday,Non-Holiday,20.7,3.37,192.06,8.82,2011,3,March,1
917,WMT-007,7,3/18/2011,635014.69,0,No Holiday,Non-Holiday,27.69,3.41,192.12,8.82,2011,3,March,1
918,WMT-007,7,3/25/2011,559061.58,0,No Holiday,Non-Holiday,25.69,3.41,192.2,8.82,2011,3,March,1
919,WMT-007,7,4/1/2011,513409.67,0,No Holiday,Non-Holiday,24.83,3.46,192.27,8.6,2011,4,April,2
920,WMT-007,7,4/8/2011,500552.16,0,No Holiday,Non-Holiday,30.64,3.53,192.34,8.6,2011,4,April,2
921,WMT-007,7,4/15/2011,423380.14,0,No Holiday,Non-Holiday,27.79,3.61,192.42,8.6,2011,4,April,2
922,WMT-007,7,4/22/2011,466594.89,0,No Holiday,Non-Holiday,31.84,3.64,192.52,8.6,2011,4,April,2
923,WMT-007,7,4/29/2011,410429.73,0,No Holiday,Non-Holiday,26.79,3.66,192.62,8.6,2011,4,April,2
924,WMT-007,7,5/6/2011,407012.47,0,No Holiday,Non-Holiday,26.54,3.73,192.73,8.6,2011,5,May,2
925,WMT-007,7,5/13/2011,414094.05,0,No Holiday,Non-Holiday,36.61,3.77,192.83,8.6,2011,5,May,2
926,WMT-007,7,5/20/2011,424670.98,0,No Holiday,Non-Holiday,36.16,3.83,192.83,8.6,2011,5,May,2
927,WMT-007,7,5/27/2011,457216.87,0,No Holiday,Non-Holiday,37.51,3.79,192.84,8.6,2011,5,May,2
928,WMT-007,7,6/3/2011,542295.37,0,No Holiday,Non-Holiday,45.77,3.76,192.84,8.6,2011,6,June,2
929,WMT-007,7,6/10/2011,621099.95,0,No Holiday,Non-Holiday,53.3,3.73,192.85,8.6,2011,6,June,2
930,WMT-007,7,6/17/2011,610991.35,0,No Holiday,Non-Holiday,48.79,3.7,192.9,8.6,2011,6,June,2
931,WMT-007,7,6/24/2011,640043.97,0,No Holiday,Non-Holiday,46.85,3.66,193,8.6,2011,6,June,2
932,WMT-007,7,7/1/2011,704344.21,0,No Holiday,Non-Holiday,58.54,3.6,193.09,8.62,2011,7,July,3
933,WMT-007,7,7/8/2011,761793.94,0,No Holiday,Non-Holiday,59.08,3.54,193.19,8.62,2011,7,July,3
934,WMT-007,7,7/15/2011,642748.21,0,No Holiday,Non-Holiday,54.37,3.53,193.31,8.62,2011,7,July,3
935,WMT-007,7,7/22/2011,688043.96,0,No Holiday,Non-Holiday,56.22,3.54,193.51,8.62,2011,7,July,3
936,WMT-007,7,7/29/2011,653382.62,0,No Holiday,Non-Holiday,56.66,3.55,193.71,8.62,2011,7,July,3
937,WMT-007,7,8/5/2011,695392.84,0,No Holiday,Non-Holiday,55.91,3.55,193.91,8.62,2011,8,August,3
938,WMT-007,7,8/12/2011,670670.46,0,No Holiday,Non-Holiday,54.56,3.54,194.11,8.62,2011,8,August,3
939,WMT-007,7,8/19/2011,645156.21,0,No Holiday,Non-Holiday,56.06,3.5,194.25,8.62,2011,8,August,3
940,WMT-007,7,8/26/2011,629994.47,0,No Holiday,Non-Holiday,57.6,3.48,194.38,8.62,2011,8,August,3
941,WMT-007,7,9/2/2011,592355.24,0,No Holiday,Non-Holiday,53.4,3.51,194.51,8.62,2011,9,September,3
942,WMT-007,7,9/9/2011,613135.23,1,Holiday,Labour Day,45.61,3.57,194.64,8.62,2011,9,September,3
943,WMT-007,7,9/16/2011,558981.45,0,No Holiday,Non-Holiday,43.67,3.6,194.74,8.62,2011,9,September,3
944,WMT-007,7,9/23/2011,536144.81,0,No Holiday,Non-Holiday,43.67,3.58,194.81,8.62,2011,9,September,3
945,WMT-007,7,9/30/2011,488880.26,0,No Holiday,Non-Holiday,47.34,3.54,194.88,8.62,2011,9,September,3
946,WMT-007,7,10/7/2011,525866.36,0,No Holiday,Non-Holiday,40.65,3.5,194.95,8.51,2011,10,October,4
947,WMT-007,7,10/14/2011,501959.19,0,No Holiday,Non-Holiday,32.65,3.49,195.03,8.51,2011,10,October,4
948,WMT-007,7,10/21/2011,558691.43,0,No Holiday,Non-Holiday,37.49,3.55,195.18,8.51,2011,10,October,4
949,WMT-007,7,10/28/2011,527339.52,0,No Holiday,Non-Holiday,28.82,3.55,195.33,8.51,2011,10,October,4
950,WMT-007,7,11/4/2011,564536.01,0,No Holiday,Non-Holiday,23.41,3.53,195.48,8.51,2011,11,November,4
951,WMT-007,7,11/11/2011,556015.59,0,No Holiday,Non-Holiday,19.53,3.5,195.64,8.51,2011,11,November,4
952,WMT-007,7,11/18/2011,539826.56,0,No Holiday,Non-Holiday,29.53,3.48,195.72,8.51,2011,11,November,4
953,WMT-007,7,11/25/2011,949075.87,1,Holiday,Thanksgiving,27.6,3.42,195.77,8.51,2011,11,November,4
954,WMT-007,7,12/2/2011,591907.88,0,No Holiday,Non-Holiday,20.38,3.38,195.82,8.51,2011,12,December,4
955,WMT-007,7,12/9/2011,653845.45,0,No Holiday,Non-Holiday,11.17,3.33,195.87,8.51,2011,12,December,4
956,WMT-007,7,12/16/2011,720242.19,0,No Holiday,Non-Holiday,15.2,3.27,195.98,8.51,2011,12,December,4
957,WMT-007,7,12/23/2011,1059715.27,0,No Holiday,Non-Holiday,12.19,3.17,196.17,8.51,2011,12,December,4
958,WMT-007,7,12/30/2011,815915.52,1,Holiday,Christmas,15.56,3.12,196.36,8.51,2011,12,December,4
959,WMT-007,7,1/6/2012,713117.66,0,No Holiday,Non-Holiday,18.67,3.1,196.55,8.26,2012,1,January,1
960,WMT-007,7,1/13/2012,593875.46,0,No Holiday,Non-Holiday,7.46,3.08,196.73,8.26,2012,1,January,1
961,WMT-007,7,1/20/2012,578002.85,0,No Holiday,Non-Holiday,27.41,3.06,196.78,8.26,2012,1,January,1
962,WMT-007,7,1/27/2012,541037.98,0,No Holiday,Non-Holiday,26.9,3.04,196.83,8.26,2012,1,January,1
963,WMT-007,7,2/3/2012,580453.32,0,No Holiday,Non-Holiday,22.2,3.03,196.87,8.26,2012,2,February,1
964,WMT-007,7,2/10/2012,563460.77,1,Holiday,Super Bowl,18.79,3.1,196.92,8.26,2012,2,February,1
965,WMT-007,7,2/17/2012,620908.18,0,No Holiday,Non-Holiday,27.03,3.11,196.94,8.26,2012,2,February,1
966,WMT-007,7,2/24/2012,603041.14,0,No Holiday,Non-Holiday,24.41,3.13,196.95,8.26,2012,2,February,1
967,WMT-007,7,3/2/2012,551058.13,0,No Holiday,Non-Holiday,21.64,3.19,196.96,8.26,2012,3,March,1
968,WMT-007,7,3/9/2012,579166.5,0,No Holiday,Non-Holiday,30.1,3.29,196.96,8.26,2012,3,March,1
969,WMT-007,7,3/16/2012,669205.73,0,No Holiday,Non-Holiday,37.29,3.49,197.05,8.26,2012,3,March,1
970,WMT-007,7,3/23/2012,615997.29,0,No Holiday,Non-Holiday,35.06,3.66,197.23,8.26,2012,3,March,1
971,WMT-007,7,3/30/2012,583322.2,0,No Holiday,Non-Holiday,44.99,3.75,197.41,8.26,2012,3,March,1
972,WMT-007,7,4/6/2012,621425.98,0,No Holiday,Non-Holiday,44.29,3.85,197.6,8.09,2012,4,April,2
973,WMT-007,7,4/13/2012,517420.23,0,No Holiday,Non-Holiday,41.43,3.9,197.78,8.09,2012,4,April,2
974,WMT-007,7,4/20/2012,457340.06,0,No Holiday,Non-Holiday,39.3,3.94,197.72,8.09,2012,4,April,2
975,WMT-007,7,4/27/2012,467827.75,0,No Holiday,Non-Holiday,51.49,3.93,197.66,8.09,2012,4,April,2
976,WMT-007,7,5/4/2012,465198.89,0,No Holiday,Non-Holiday,45.38,3.9,197.61,8.09,2012,5,May,2
977,WMT-007,7,5/11/2012,460397.41,0,No Holiday,Non-Holiday,48.54,3.87,197.55,8.09,2012,5,May,2
978,WMT-007,7,5/18/2012,468428.3,0,No Holiday,Non-Holiday,49.41,3.84,197.56,8.09,2012,5,May,2
979,WMT-007,7,5/25/2012,532739.77,0,No Holiday,Non-Holiday,50.6,3.8,197.59,8.09,2012,5,May,2
980,WMT-007,7,6/1/2012,598495.02,0,No Holiday,Non-Holiday,55.06,3.76,197.62,8.09,2012,6,June,2
981,WMT-007,7,6/8/2012,642963.75,0,No Holiday,Non-Holiday,63.07,3.74,197.66,8.09,2012,6,June,2
982,WMT-007,7,6/15/2012,666942.02,0,No Holiday,Non-Holiday,59.33,3.72,197.69,8.09,2012,6,June,2
983,WMT-007,7,6/22/2012,687344.68,0,No Holiday,Non-Holiday,63.69,3.73,197.74,8.09,2012,6,June,2
984,WMT-007,7,6/29/2012,704335.41,0,No Holiday,Non-Holiday,68.84,3.69,197.79,8.09,2012,6,June,2
985,WMT-007,7,7/6/2012,805642.61,0,No Holiday,Non-Holiday,64.67,3.65,197.83,7.87,2012,7,July,3
986,WMT-007,7,7/13/2012,694150.89,0,No Holiday,Non-Holiday,64.21,3.61,197.88,7.87,2012,7,July,3
987,WMT-007,7,7/20/2012,686345.69,0,No Holiday,Non-Holiday,62.87,3.58,197.93,7.87,2012,7,July,3
988,WMT-007,7,7/27/2012,686365.4,0,No Holiday,Non-Holiday,64.6,3.57,197.98,7.87,2012,7,July,3
989,WMT-007,7,8/3/2012,680954.81,0,No Holiday,Non-Holiday,61.83,3.53,198.03,7.87,2012,8,August,3
990,WMT-007,7,8/10/2012,675926.3,0,No Holiday,Non-Holiday,63.41,3.51,198.08,7.87,2012,8,August,3
991,WMT-007,7,8/17/2012,642450.4,0,No Holiday,Non-Holiday,59.66,3.54,198.1,7.87,2012,8,August,3
992,WMT-007,7,8/24/2012,609099.37,0,No Holiday,Non-Holiday,59.27,3.56,198.1,7.87,2012,8,August,3
993,WMT-007,7,8/31/2012,586467.16,0,No Holiday,Non-Holiday,60.46,3.56,198.1,7.87,2012,8,August,3
994,WMT-007,7,9/7/2012,597876.55,1,Holiday,Labour Day,57.84,3.6,198.1,7.87,2012,9,September,3
995,WMT-007,7,9/14/2012,541120.2,0,No Holiday,Non-Holiday,53.66,3.66,198.13,7.87,2012,9,September,3
996,WMT-007,7,9/21/2012,530842.25,0,No Holiday,Non-Holiday,51.77,3.77,198.36,7.87,2012,9,September,3
997,WMT-007,7,9/28/2012,525545.76,0,No Holiday,Non-Holiday,50.64,3.79,198.59,7.87,2012,9,September,3
998,WMT-007,7,10/5/2012,505830.56,0,No Holiday,Non-Holiday,48.43,3.78,198.82,7.56,2012,10,October,4
999,WMT-007,7,10/12/2012,503463.93,0,No Holiday,Non-Holiday,41.43,3.76,199.05,7.56,2012,10,October,4
1000,WMT-007,7,10/19/2012,516424.83,0,No Holiday,Non-Holiday,43.01,3.75,199.15,7.56,2012,10,October,4
1001,WMT-007,7,10/26/2012,495543.28,0,No Holiday,Non-Holiday,42.53,3.69,199.22,7.56,2012,10,October,4
1002,WMT-008,8,2/5/2010,1004137.09,0,No Holiday,Non-Holiday,34.14,2.57,214.47,6.3,2010,2,February,1
1003,WMT-008,8,2/12/2010,994801.4,1,Holiday,Super Bowl,33.34,2.55,214.62,6.3,2010,2,February,1
1004,WMT-008,8,2/19/2010,963960.37,0,No Holiday,Non-Holiday,39.1,2.51,214.67,6.3,2010,2,February,1
